module_age_years,ambient_temp_c,module_temp_c,relative_humidity_pct,daily_temp_swing_c,irradiance_kwh_m2_day,soiling_index,annual_degradation_rate_pct,cumulative_degradation_pct,current_power_ratio,fault_flag
4.67,28.68,38.82,22.32,17.03,4.58,0.535,0.3351,0.0,1.0,0
24.48,14.71,44.83,28.56,19.42,5.56,0.204,0.4126,12.287,0.8771,0
12.72,13.25,37.6,77.68,14.45,6.1,0.569,0.495,5.622,0.9438,0
12.59,30.04,58.11,88.11,34.5,3.57,0.135,1.3055,16.077,0.8392,1
24.29,23.26,47.59,89.04,19.64,4.38,0.796,0.5263,13.266,0.8673,0
9.83,20.68,42.98,38.86,17.57,5.26,0.584,0.3717,3.072,0.9693,0
10.24,27.5,47.85,82.23,26.34,5.89,0.482,0.5716,4.882,0.9512,0
14.83,32.92,57.13,57.9,15.44,6.76,0.055,0.6889,11.369,0.8863,0
3.64,16.38,36.51,80.82,25.05,4.96,0.5,0.6865,2.319,0.9768,0
8.37,24.41,51.62,58.87,6.33,4.85,0.564,0.3263,3.109,0.9689,0
5.23,40.08,52.56,26.67,14.82,4.24,0.266,0.3485,5.849,0.9415,0
3.03,19.4,38.15,21.34,25.34,5.56,0.678,0.3906,0.986,0.9901,0
21.72,34.96,69.23,91.58,28.99,4.87,0.077,1.7709,40.841,0.5916,1
14.94,24.12,42.37,49.06,12.59,4.9,0.209,0.3245,6.79,0.9321,0
9.29,32.37,52.93,43.04,11.77,5.1,0.738,0.457,4.495,0.9551,0
10.51,36.78,53.48,43.5,21.97,5.81,0.147,0.645,7.664,0.9234,0
11.07,33.93,57.95,45.31,13.64,4.58,0.246,0.6979,8.23,0.9177,0
16.01,35.27,52.86,90.6,16.12,4.35,0.651,0.8935,15.486,0.8451,1
23.21,18.79,39.67,20.02,24.13,5.67,0.729,0.3587,8.887,0.9111,0
23.35,36.91,64.0,24.52,14.19,2.0,0.051,0.8562,20.727,0.7927,1
10.09,21.18,38.99,78.17,4.24,4.54,0.127,0.4149,4.619,0.9538,0
8.57,30.08,56.81,58.95,8.89,3.93,0.446,0.7559,3.533,0.9647,0
11.55,30.07,57.0,25.28,18.07,6.52,0.593,0.6199,10.13,0.8987,0
14.41,31.88,60.21,17.76,4.96,4.71,0.454,0.4941,11.402,0.886,0
11.81,30.7,53.54,32.94,15.92,4.58,0.647,0.416,5.715,0.9428,0
16.64,21.25,62.7,35.86,8.26,5.15,0.756,0.6387,12.625,0.8738,0
14.08,17.2,45.53,16.14,29.48,4.55,0.95,0.684,12.105,0.879,0
8.36,34.98,58.93,32.29,33.16,4.76,0.35,1.0752,7.099,0.929,0
8.97,29.49,46.23,74.07,10.59,5.31,0.163,0.5323,6.641,0.9336,0
9.78,37.2,58.61,83.43,19.8,4.74,0.264,0.8652,8.138,0.9186,0
2.82,27.64,58.2,86.86,11.28,4.73,0.148,0.8094,6.114,0.9389,1
4.57,16.76,49.02,46.19,15.83,4.09,0.394,0.4077,1.665,0.9833,0
18.22,35.73,66.6,40.55,30.62,3.93,0.873,1.2478,25.269,0.7473,1
10.03,25.04,51.75,94.99,14.73,5.27,0.347,0.8018,8.15,0.9185,0
5.76,30.74,45.2,76.55,16.0,5.54,0.149,0.4755,6.526,0.9347,0
14.29,22.82,47.74,57.99,11.4,3.63,0.523,0.4141,5.775,0.9422,0
19.01,41.15,55.71,35.38,26.02,6.04,0.992,0.8591,19.367,0.8063,1
6.81,20.99,34.06,40.7,2.0,6.04,0.188,0.2254,2.783,0.9722,0
20.76,25.3,48.74,56.23,14.9,6.27,0.778,0.5751,13.884,0.8612,0
23.22,28.86,54.0,58.37,17.68,5.53,0.823,0.5716,15.185,0.8482,0
15.14,19.26,46.68,16.09,13.37,5.9,0.401,0.4399,6.331,0.9367,0
16.89,30.64,55.63,91.75,24.04,7.6,0.62,1.0645,14.633,0.8537,1
1.79,40.9,66.08,61.05,26.41,4.87,0.432,1.1937,3.933,0.9607,1
23.67,24.08,40.17,62.13,8.12,4.05,0.262,0.2764,7.313,0.9269,0
10.12,31.16,52.53,31.92,32.65,3.51,0.426,0.8417,10.85,0.8915,1
23.14,6.0,18.96,76.2,8.04,7.13,0.095,0.2701,8.352,0.9165,0
14.68,27.69,37.67,73.98,27.02,7.15,0.707,0.5048,10.129,0.8987,0
0.61,25.5,51.94,22.61,19.05,4.18,0.829,0.6928,1.752,0.9825,0
1.44,21.45,38.93,62.6,14.47,4.4,0.307,0.3042,0.0,1.0,0
17.17,36.65,63.89,67.66,15.13,4.84,0.566,0.9481,18.239,0.8176,1
14.29,25.39,54.04,81.85,17.77,6.55,0.232,0.6623,9.598,0.904,0
1.15,26.58,44.86,31.49,19.46,3.78,0.127,0.2355,2.206,0.9779,0
18.71,24.98,50.52,85.21,11.56,3.04,0.664,0.4136,9.801,0.902,0
21.38,12.67,30.7,51.92,16.36,7.58,0.134,0.3274,9.336,0.9066,0
12.66,18.94,29.87,22.72,12.61,5.54,0.782,0.4839,6.259,0.9374,0
11.91,35.69,58.43,23.45,9.49,5.7,0.272,0.352,3.213,0.9679,0
0.63,11.12,30.3,30.82,12.28,4.97,0.819,0.163,0.0,1.0,0
19.77,21.87,41.23,37.62,9.95,5.71,0.369,0.344,5.018,0.9498,0
8.6,24.8,58.65,54.71,15.06,3.53,0.369,0.6585,5.004,0.95,0
22.03,41.95,54.79,74.9,21.03,4.27,0.751,0.895,18.711,0.8129,1
9.64,34.15,58.45,29.94,18.84,5.32,0.51,0.6611,4.376,0.9562,0
14.34,23.54,39.57,94.41,31.82,2.7,0.201,0.6649,10.439,0.8956,0
7.12,38.44,65.89,27.92,2.53,4.87,0.85,0.8505,7.171,0.9283,0
4.43,22.08,45.87,62.95,21.29,4.8,0.34,0.2327,1.088,0.9891,0
19.49,36.07,60.35,89.32,18.04,4.87,0.103,0.8818,17.516,0.8248,1
12.67,17.13,33.46,81.6,23.71,4.59,0.416,0.5659,6.186,0.9381,0
13.64,36.59,53.99,66.83,23.02,4.1,0.574,0.872,12.028,0.8797,0
24.15,24.75,52.31,72.24,16.85,3.2,0.61,0.7768,19.038,0.8096,0
24.11,19.77,52.4,25.74,19.21,5.36,0.836,0.6218,16.514,0.8349,0
21.46,26.26,51.14,15.77,12.79,4.87,0.541,0.1662,2.409,0.9759,0
5.1,30.22,46.83,49.73,22.3,3.69,0.224,0.3928,3.294,0.9671,0
15.06,24.04,48.08,22.16,4.85,5.27,0.262,0.4273,6.266,0.9373,0
22.01,32.43,69.0,43.62,23.44,4.88,0.101,1.3711,32.212,0.6779,1
9.67,23.34,45.95,32.9,17.84,4.69,0.736,0.586,7.511,0.9249,0
2.98,32.96,63.73,88.31,14.59,2.83,0.106,1.0876,3.836,0.9616,0
20.37,31.54,49.1,85.4,16.37,5.95,0.606,0.4969,12.682,0.8732,0
12.3,27.51,49.26,80.52,16.89,3.84,0.597,0.5952,4.468,0.9553,0
14.33,24.47,50.19,72.12,27.08,5.27,0.786,0.8053,11.432,0.8857,0
24.56,29.21,53.6,27.33,40.63,4.31,0.075,1.2163,33.371,0.6663,1
15.38,32.4,49.8,18.87,26.54,4.77,0.203,0.5868,10.656,0.8934,0
10.91,44.49,61.64,67.31,14.04,6.47,0.91,0.952,13.896,0.861,1
9.56,35.52,63.45,66.38,22.41,5.78,0.572,1.0998,13.702,0.863,1
10.73,35.81,64.96,44.55,22.71,6.44,0.458,1.0751,12.477,0.8752,1
3.4,50.0,81.07,52.81,11.52,5.56,0.748,2.3784,7.744,0.9226,1
19.97,32.13,64.95,54.13,9.17,5.64,0.903,0.8883,17.362,0.8264,1
21.02,31.88,54.68,34.19,17.56,3.24,0.263,0.3869,8.655,0.9134,0
7.47,33.63,53.76,40.13,23.65,4.85,0.901,0.8586,5.987,0.9401,0
7.94,19.93,50.03,48.47,6.72,4.95,0.109,0.1523,0.507,0.9949,0
21.92,24.45,50.73,63.25,12.95,6.55,0.978,0.7648,16.647,0.8335,0
1.09,23.95,40.06,91.47,22.01,4.64,0.165,0.2967,0.997,0.99,0
13.25,33.18,48.98,58.08,18.29,5.49,0.266,0.4144,8.915,0.9109,0
11.86,26.61,51.56,73.49,27.91,5.45,0.097,0.8684,12.363,0.8764,1
17.41,29.11,50.04,79.56,8.12,6.47,0.804,0.5874,10.659,0.8934,0
4.5,36.7,58.54,24.08,34.47,5.05,0.984,0.9512,6.068,0.9393,1
16.87,34.91,63.34,67.25,7.23,6.11,0.297,0.9278,17.148,0.8285,1
9.73,26.71,53.26,53.57,3.8,3.32,0.326,0.4299,4.497,0.955,0
15.66,22.64,52.62,60.79,17.59,3.42,0.279,0.513,8.679,0.9132,0
1.48,37.08,47.49,18.07,10.06,2.69,0.155,0.1878,0.0,1.0,0
11.81,34.19,57.71,87.5,17.73,6.06,0.787,0.9761,13.124,0.8688,1
13.3,15.15,41.32,91.22,17.48,5.94,0.061,0.3861,5.992,0.9401,0
5.75,25.49,38.34,15.28,16.63,6.19,0.968,0.654,2.724,0.9728,0
3.92,29.32,47.39,32.02,12.1,4.45,0.927,0.3884,0.33,0.9967,0
5.12,34.23,51.19,29.42,21.03,4.58,0.118,0.4279,2.831,0.9717,0
8.93,35.28,57.41,77.5,15.78,5.07,0.53,0.7475,7.716,0.9228,0
2.87,30.27,62.04,62.85,25.73,6.79,0.993,1.3373,3.378,0.9662,0
23.71,32.68,66.82,29.19,16.74,7.06,0.853,0.8646,20.215,0.7979,1
10.42,28.51,45.63,80.12,11.25,6.07,0.715,0.5407,8.125,0.9188,0
20.32,22.61,47.77,43.28,6.19,5.56,0.022,0.2479,7.989,0.9201,0
24.37,25.91,51.26,51.87,16.8,6.67,0.068,0.3073,5.868,0.9413,0
2.48,28.15,52.48,45.98,9.12,4.92,0.794,0.4001,3.244,0.9676,0
16.47,27.72,52.12,56.71,8.55,4.77,0.376,0.483,8.492,0.9151,0
21.85,12.92,36.74,53.41,21.69,5.06,0.668,0.3343,9.009,0.9099,0
16.04,24.82,56.95,36.97,5.56,4.12,0.739,0.5726,11.91,0.8809,0
11.01,28.45,57.06,48.96,27.89,5.01,0.422,1.0312,14.546,0.8545,1
11.06,25.75,41.39,87.67,19.12,3.97,0.143,0.4701,7.323,0.9268,0
1.38,26.03,52.8,55.23,17.69,6.33,0.387,0.4051,0.973,0.9903,0
13.6,31.9,59.26,88.31,10.76,5.8,0.871,0.8961,10.567,0.8943,0
24.84,19.37,43.26,59.01,23.35,6.77,0.331,0.4712,10.071,0.8993,0
23.99,14.98,43.76,76.51,17.98,3.41,0.063,0.366,11.844,0.8816,0
1.49,25.21,48.34,38.49,13.2,7.29,0.959,0.4967,2.973,0.9703,0
17.79,34.11,57.32,78.23,19.4,3.47,0.681,0.9015,15.695,0.843,1
7.89,41.5,64.23,36.15,6.22,3.88,0.541,0.9618,7.419,0.9258,0
22.62,34.26,44.15,16.56,6.55,4.52,0.829,0.3137,7.647,0.9235,0
1.61,16.25,37.77,27.86,10.16,6.64,0.411,0.1159,0.0,1.0,0
23.43,26.14,44.13,16.73,20.45,5.45,0.985,0.616,17.76,0.8224,0
21.02,30.05,44.93,90.77,17.98,4.93,0.858,0.7697,17.845,0.8216,1
3.38,29.42,60.02,95.0,25.34,4.33,0.281,1.2364,3.87,0.9613,0
1.97,32.31,57.34,75.98,11.56,3.69,0.371,0.6851,5.761,0.9424,1
20.95,20.66,42.48,23.65,22.02,6.45,0.276,0.4746,8.876,0.9112,0
4.32,28.52,47.13,86.92,17.2,6.08,0.659,0.6016,3.604,0.964,0
13.61,31.36,55.14,74.5,11.4,6.69,0.639,0.4695,5.308,0.9469,0
22.94,34.61,62.55,41.58,20.7,5.64,0.523,0.9413,22.832,0.7717,1
14.4,21.55,38.59,55.18,17.54,2.29,0.966,0.4976,8.126,0.9187,0
10.23,25.24,47.21,67.94,13.6,3.83,0.472,0.5978,7.923,0.9208,0
11.4,6.37,33.58,16.92,18.29,5.71,0.784,0.2696,3.134,0.9687,0
2.05,23.03,33.41,55.12,17.09,4.79,0.658,0.3579,0.158,0.9984,0
24.23,23.8,45.46,73.59,16.92,4.59,0.518,0.5126,13.604,0.864,0
8.11,19.84,39.27,30.06,15.11,3.99,0.042,0.2299,0.368,0.9963,0
5.14,29.32,50.52,50.5,8.87,6.24,0.657,0.4661,3.576,0.9642,0
7.51,27.55,46.54,57.6,18.52,5.7,0.643,0.5021,4.486,0.9551,0
24.13,9.93,32.75,73.85,12.38,5.75,0.125,0.2629,8.692,0.9131,0
2.81,29.72,63.27,92.16,10.86,4.5,0.796,1.3018,3.596,0.964,0
21.75,20.57,40.63,82.86,16.32,5.39,0.467,0.5759,13.587,0.8641,0
17.84,31.89,55.64,64.72,23.14,3.73,0.324,0.6545,14.623,0.8538,0
20.84,17.75,51.71,61.69,19.3,5.06,0.824,0.6234,15.963,0.8404,0
24.41,28.24,46.94,63.25,14.28,2.42,0.343,0.3449,12.414,0.8759,0
21.13,25.73,58.62,58.61,14.0,3.48,0.622,0.6447,15.557,0.8444,0
23.61,30.42,52.46,19.75,22.45,4.85,0.618,0.4099,13.484,0.8652,0
3.61,29.0,61.69,70.86,2.0,7.81,0.053,0.7998,2.279,0.9772,0
20.0,25.96,52.46,72.31,23.58,3.22,0.423,0.7624,16.121,0.8388,0
13.87,15.71,39.55,56.0,4.88,3.83,0.223,0.1919,5.306,0.9469,0
13.82,16.18,37.79,84.63,8.09,5.44,0.2,0.2964,6.154,0.9385,0
22.52,23.33,41.58,68.79,14.4,7.15,0.655,0.4718,11.607,0.8839,0
24.31,27.93,50.39,44.01,33.19,5.42,0.011,0.9117,22.085,0.7791,1
17.77,23.13,50.52,16.58,29.74,5.97,0.969,0.7315,13.66,0.8634,0
12.33,33.0,54.92,19.73,22.95,4.83,0.395,0.4872,5.435,0.9456,0
11.68,25.77,45.87,43.14,20.5,4.64,0.299,0.4145,8.198,0.918,0
9.97,20.28,40.78,51.97,4.96,5.29,0.92,0.5391,7.022,0.9298,0
9.36,25.78,53.73,28.35,19.1,4.48,0.487,0.4134,2.964,0.9704,0
10.09,29.81,59.16,30.15,14.16,6.0,0.614,0.7276,6.022,0.9398,0
2.7,30.6,48.6,33.42,12.28,3.43,0.696,0.5186,0.164,0.9984,0
2.4,43.03,61.02,77.44,19.08,6.18,0.871,0.802,1.041,0.9896,0
19.61,22.65,46.92,76.7,14.7,5.24,0.13,0.4918,10.537,0.8946,0
11.43,27.41,58.58,45.64,24.09,4.96,0.082,0.8061,11.544,0.8846,1
23.3,31.41,60.28,28.79,4.45,3.39,0.994,0.6293,14.61,0.8539,0
15.5,27.81,42.3,23.87,18.53,4.12,0.009,0.213,7.882,0.9212,0
1.36,24.0,44.41,21.97,11.85,6.52,0.708,0.2894,0.0,1.0,0
4.36,15.61,32.02,46.3,15.13,4.97,0.611,0.2485,0.0,1.0,0
5.54,23.91,44.31,18.64,20.13,5.51,0.553,0.3889,5.096,0.949,0
24.41,19.41,51.04,41.69,10.18,4.23,0.786,0.3966,13.52,0.8648,0
5.86,14.19,27.65,91.92,19.15,5.17,0.992,0.416,2.305,0.9769,0
13.14,21.63,33.92,55.6,16.51,3.69,0.047,0.358,5.947,0.9405,0
23.44,19.62,36.65,80.81,13.38,5.31,0.615,0.2393,7.835,0.9216,0
24.44,32.67,56.39,25.34,14.71,5.61,0.717,0.3955,11.556,0.8844,0
6.29,32.81,58.53,36.45,16.92,5.55,0.306,0.7645,2.86,0.9714,0
1.7,20.77,45.39,90.72,12.63,4.21,0.893,0.5539,0.0,1.0,0
4.26,25.92,54.97,45.68,18.05,4.82,0.457,0.5449,1.031,0.9897,0
2.05,13.13,24.56,66.87,16.05,5.79,0.164,0.2158,3.471,0.9653,0
5.28,24.05,53.18,93.09,13.72,4.97,0.854,0.8362,7.621,0.9238,1
14.43,31.19,51.32,59.06,29.13,4.88,0.943,0.7835,11.59,0.8841,0
22.85,34.6,60.99,39.43,20.91,7.29,0.1,0.824,18.746,0.8125,1
13.66,22.3,36.36,57.56,15.32,4.15,0.752,0.2369,4.351,0.9565,0
15.84,36.41,58.44,19.37,19.02,6.39,0.215,0.5954,10.985,0.8902,0
5.45,15.87,39.29,23.99,10.81,3.93,0.007,0.05,1.414,0.9859,0
20.11,18.02,46.95,15.57,14.94,5.92,0.261,0.4696,6.493,0.9351,0
15.64,33.68,46.17,85.74,15.76,5.98,0.855,0.5878,15.215,0.8478,1
21.67,41.37,63.55,68.7,9.27,4.64,0.141,0.9507,23.843,0.7616,1
23.75,31.95,47.44,38.87,20.71,3.86,0.131,0.4626,12.246,0.8775,0
9.02,27.68,52.71,32.69,14.46,3.03,0.739,0.5486,4.103,0.959,0
2.72,10.44,37.1,69.65,15.51,4.52,0.406,0.3287,2.572,0.9743,0
6.04,11.82,41.54,88.56,14.02,5.78,0.148,0.4527,3.727,0.9627,0
11.23,29.04,47.83,38.93,38.71,4.01,0.23,0.7997,9.61,0.9039,0
23.67,25.14,52.7,40.72,13.36,5.31,0.795,0.3921,11.618,0.8838,0
9.77,19.15,49.32,83.34,3.52,3.58,0.623,0.5095,5.175,0.9483,0
19.38,28.52,40.66,86.47,6.8,4.94,0.761,0.3418,8.436,0.9156,0
13.74,28.92,54.6,88.12,23.32,3.94,0.098,0.9945,15.527,0.8447,1
4.98,35.56,63.31,38.45,27.36,5.11,0.458,1.0624,5.986,0.9401,1
8.36,29.09,49.54,24.63,13.23,4.65,0.797,0.3542,3.739,0.9626,0
16.5,37.83,52.56,50.2,26.95,3.89,0.266,0.6439,13.812,0.8619,0
16.98,28.06,55.72,38.66,23.19,4.48,0.169,0.6438,9.23,0.9077,0
11.15,27.08,41.88,85.71,16.67,4.17,0.382,0.4454,4.124,0.9588,0
6.1,36.51,57.44,17.93,16.18,3.75,0.333,0.5816,3.773,0.9623,0
18.19,20.17,41.93,65.71,19.27,6.39,0.185,0.415,7.38,0.9262,0
4.64,50.0,76.29,87.49,24.14,4.8,0.954,2.3088,10.17,0.8983,1
23.45,31.0,49.24,93.13,20.78,2.78,0.483,0.4779,14.889,0.8511,0
5.1,31.05,48.94,67.01,13.26,4.51,0.608,0.4504,2.189,0.9781,0
3.13,32.2,54.79,90.99,16.78,6.21,0.121,0.8504,0.0,1.0,0
12.69,43.02,71.06,21.05,31.87,4.36,0.61,1.4911,18.81,0.8119,1
13.23,34.34,70.06,43.74,19.76,6.85,0.555,1.4187,19.487,0.8051,1
12.95,15.16,28.11,15.7,24.09,4.26,0.932,0.433,6.275,0.9373,0
11.2,39.23,63.12,93.49,21.78,5.75,0.412,1.4735,17.895,0.821,1
24.87,25.27,40.75,87.22,19.91,6.34,0.782,0.6974,19.841,0.8016,0
12.41,28.86,56.97,17.24,18.76,5.7,0.304,0.7042,9.075,0.9093,0
12.21,17.77,34.13,16.45,24.28,3.69,0.579,0.2751,1.939,0.9806,0
10.83,32.21,50.16,44.36,23.03,4.16,0.927,0.6309,6.56,0.9344,0
2.14,22.79,41.25,35.68,19.85,6.49,0.625,0.5537,0.189,0.9981,0
15.03,28.8,50.34,82.75,13.14,4.31,0.711,0.6481,10.033,0.8997,0
6.09,25.73,49.67,27.84,20.7,6.27,0.876,0.6264,5.132,0.9487,0
16.12,43.4,68.3,78.25,17.53,4.73,0.925,1.3061,22.577,0.7742,1
1.75,43.86,65.82,59.36,15.84,5.36,0.208,1.2128,3.501,0.965,0
24.54,28.37,42.39,45.19,36.75,3.68,0.196,0.6831,17.807,0.8219,0
11.99,28.51,54.88,26.66,7.23,4.53,0.55,0.2378,5.873,0.9413,0
22.47,25.01,46.69,94.82,24.71,4.24,0.996,0.7892,20.297,0.797,1
12.15,36.85,65.82,64.44,11.96,5.45,0.49,0.7728,10.12,0.8988,0
1.98,25.37,43.12,50.15,18.92,5.3,0.331,0.27,1.559,0.9844,0
20.64,24.63,37.02,44.69,35.98,5.71,0.537,1.049,21.81,0.7819,1
16.38,35.83,57.62,87.46,11.26,4.66,0.064,0.7405,9.527,0.9047,0
19.65,23.69,53.47,80.7,12.93,4.18,0.177,0.45,9.017,0.9098,0
10.99,27.7,50.66,79.89,17.88,5.4,0.149,0.5941,8.226,0.9177,0
16.13,15.35,36.15,64.3,12.07,4.07,0.028,0.1127,2.805,0.972,0
21.48,33.63,50.41,86.04,24.19,6.39,0.722,0.9245,20.983,0.7902,1
15.96,43.53,76.07,38.94,14.26,5.07,0.325,1.5102,23.546,0.7645,1
9.02,33.77,49.59,71.3,22.58,4.84,0.169,0.6246,2.743,0.9726,0
16.73,39.69,57.34,47.36,8.7,5.71,0.512,0.4539,10.852,0.8915,0
16.96,21.23,46.65,63.0,5.35,5.12,0.323,0.6323,11.307,0.8869,0
24.03,29.89,40.75,94.85,16.4,3.38,0.393,0.5253,13.536,0.8646,0
9.59,20.45,50.1,93.76,7.02,4.03,0.316,0.5679,4.708,0.9529,0
10.91,26.18,51.92,56.01,28.63,6.36,0.004,0.6716,9.858,0.9014,0
20.4,34.18,61.57,60.91,7.29,5.29,0.688,0.7471,17.937,0.8206,1
12.89,28.81,54.16,86.79,10.74,3.35,0.111,0.5547,6.152,0.9385,0
18.55,16.7,37.73,93.85,20.9,5.59,0.219,0.3946,10.31,0.8969,0
11.76,17.48,33.1,77.29,13.9,4.58,0.19,0.4488,5.556,0.9444,0
5.78,16.95,38.11,20.21,7.37,4.24,0.331,0.1288,0.0,1.0,0
18.76,31.93,48.08,40.81,32.28,3.94,0.16,0.4584,9.203,0.908,0
3.71,44.51,69.43,86.72,10.99,6.3,0.347,1.3896,3.949,0.9605,0
5.37,38.9,65.74,76.47,16.63,3.04,0.243,1.2429,4.636,0.9536,0
15.86,12.83,43.69,74.38,16.54,4.28,0.061,0.3558,7.755,0.9225,0
18.81,39.37,63.6,68.43,22.97,5.33,0.871,1.1519,22.395,0.7761,1
22.42,35.49,63.04,48.22,21.24,6.94,0.306,1.0432,25.856,0.7414,1
7.18,15.64,35.85,47.26,12.21,5.81,0.095,0.1231,1.592,0.9841,0
3.21,25.57,44.7,79.71,15.72,4.27,0.522,0.5512,2.741,0.9726,0
23.92,36.76,61.61,38.5,16.41,6.88,0.123,0.6474,13.72,0.8628,0
4.28,32.4,52.08,69.79,23.24,3.71,0.773,0.8006,2.102,0.979,0
5.34,17.53,41.14,73.1,9.82,5.49,0.062,0.2454,2.396,0.976,0
7.64,32.89,48.52,82.56,32.13,5.74,0.465,0.8845,4.91,0.9509,0
13.47,10.9,27.61,40.59,12.69,4.23,0.944,0.3689,6.225,0.9377,0
22.13,26.22,52.03,74.35,17.94,5.97,0.159,0.6832,14.243,0.8576,0
19.13,37.1,64.42,23.52,9.88,4.63,0.201,0.7122,14.778,0.8522,0
17.85,28.15,44.23,26.04,8.91,5.96,0.6,0.2597,8.299,0.917,0
4.79,24.01,50.03,48.39,11.88,3.18,0.98,0.6557,4.543,0.9546,0
9.26,35.11,53.92,19.42,11.21,5.57,0.386,0.505,1.976,0.9802,0
12.22,35.8,57.9,90.82,15.1,4.75,0.649,0.9107,13.079,0.8692,1
4.11,38.48,68.98,87.15,11.15,6.46,0.152,1.391,8.823,0.9118,1
7.2,34.99,61.84,18.91,22.87,5.15,0.641,0.9719,11.847,0.8815,1
8.05,36.65,63.43,82.06,12.52,6.57,0.253,1.072,9.7,0.903,1
3.62,33.86,67.32,55.71,11.74,5.76,0.613,1.0643,1.678,0.9832,0
13.98,30.12,47.9,71.16,15.25,5.06,0.089,0.4508,7.7,0.923,0
17.77,28.72,44.8,85.95,24.95,6.07,0.525,0.7232,16.486,0.8351,1
2.21,26.1,43.77,61.16,19.5,6.07,0.237,0.42,0.657,0.9934,0
12.29,18.3,38.77,24.31,17.3,5.72,0.682,0.4863,8.25,0.9175,0
19.66,20.36,28.23,15.21,7.97,2.68,0.748,0.3308,6.294,0.9371,0
18.83,25.74,46.5,54.75,10.0,4.12,0.848,0.4706,10.57,0.8943,0
20.47,29.93,48.66,90.94,9.05,6.72,0.992,0.8141,13.809,0.8619,0
11.48,39.53,66.23,60.81,27.15,3.82,0.459,1.2596,13.391,0.8661,1
20.6,27.67,51.78,44.84,21.71,6.17,0.671,0.6934,15.542,0.8446,0
6.4,36.03,54.42,17.47,11.97,5.98,0.018,0.5159,2.896,0.971,0
9.34,36.63,62.17,88.2,14.05,4.4,0.905,1.266,10.036,0.8996,1
4.82,26.15,52.49,41.17,12.22,3.01,0.616,0.5584,1.991,0.9801,0
11.95,32.76,50.15,71.38,11.8,4.57,0.421,0.5652,7.829,0.9217,0
10.11,26.05,45.09,70.54,21.22,7.49,0.434,0.7639,7.982,0.9202,0
6.4,38.58,47.22,35.31,15.99,4.25,0.758,0.3711,2.672,0.9733,0
18.92,33.09,48.54,20.1,32.57,4.33,0.833,0.773,16.936,0.8306,1
8.19,18.48,36.02,45.8,26.75,4.1,0.808,0.5054,3.862,0.9614,0
7.18,29.29,51.74,40.37,27.17,6.54,0.511,0.6588,7.21,0.9279,0
3.71,41.18,57.51,71.02,22.7,4.93,0.371,0.6276,0.775,0.9922,0
11.25,26.55,45.47,80.58,15.04,4.51,0.946,0.7086,11.635,0.8837,1
7.92,31.58,46.23,32.8,22.18,6.75,0.634,0.4022,5.297,0.947,0
9.55,32.37,55.39,57.26,15.56,5.84,0.544,0.6482,5.971,0.9403,0
6.28,19.71,44.26,18.25,29.41,4.19,0.598,0.4548,2.569,0.9743,0
19.2,32.09,56.5,32.14,20.83,3.85,0.63,0.7251,15.391,0.8461,0
23.29,16.85,38.92,75.94,19.84,6.47,0.713,0.4061,11.984,0.8802,0
12.7,23.0,35.75,78.47,18.89,5.22,0.553,0.2908,6.082,0.9392,0
16.25,36.61,54.89,77.11,30.18,3.5,0.875,1.0544,15.792,0.8421,1
21.75,30.85,50.41,26.39,7.96,3.24,0.86,0.3275,9.224,0.9078,0
24.97,25.56,45.14,59.08,30.87,3.97,0.442,0.6311,13.989,0.8601,0
15.53,31.57,54.02,48.82,16.7,3.84,0.169,0.521,8.604,0.914,0
22.3,27.52,58.07,94.32,8.16,2.95,0.577,1.0,26.134,0.7387,1
22.76,28.1,54.97,67.33,12.73,3.99,0.621,0.5402,11.44,0.8856,0
19.89,33.25,49.33,89.82,6.44,4.19,0.523,0.4546,7.601,0.924,0
11.79,22.18,48.25,26.63,22.58,4.69,0.891,0.5654,7.551,0.9245,0
2.49,28.32,54.16,51.07,10.73,7.06,0.093,0.53,3.651,0.9635,0
0.89,25.5,42.67,76.73,19.18,4.91,0.287,0.6159,1.092,0.9891,0
12.19,15.32,42.41,44.43,25.94,5.02,0.866,0.4624,3.042,0.9696,0
12.61,20.64,41.67,65.6,13.3,5.76,0.939,0.4,2.844,0.9716,0
10.48,40.55,54.09,55.94,16.12,4.94,0.426,0.6996,7.922,0.9208,0
14.42,31.08,55.81,94.35,8.88,5.64,0.193,1.0061,13.277,0.8672,1
14.03,17.41,40.71,28.91,15.28,5.51,0.42,0.1956,3.654,0.9635,0
21.0,15.68,36.31,89.83,36.02,5.33,0.456,0.7752,17.905,0.8209,1
3.16,27.1,48.88,47.13,23.45,8.0,0.52,0.6388,1.275,0.9873,0
6.02,40.49,58.17,52.44,16.15,6.2,0.274,0.5991,6.776,0.9322,1
19.93,26.51,52.17,57.29,13.72,4.01,0.313,0.3927,10.0,0.9,0
21.27,38.46,60.2,36.23,17.7,5.61,0.656,0.7759,19.835,0.8016,1
24.87,30.82,53.81,92.09,18.91,4.33,0.622,1.0218,28.644,0.7136,1
21.89,31.77,55.91,87.92,15.07,5.69,0.662,0.7127,16.746,0.8325,0
22.3,17.31,32.39,92.83,21.71,3.69,0.377,0.5986,14.466,0.8553,0
8.2,35.5,52.13,94.75,11.33,3.98,0.336,0.6208,4.89,0.9511,0
10.34,25.32,34.06,68.58,11.29,5.58,0.352,0.2987,4.632,0.9537,0
